location,date,vaccine,source_url,total_vaccinations,people_vaccinated,people_fully_vaccinated
Albania,2021-02-02,Pfizer/BioNTech,"https://www.usnews.com/news/world/articles/2021-01-11/albania-carries-out-1st-vaccinations-with-donated-doses,https://www.thestar.com.my/news/world/2021/02/03/albanian-pm-gets-second-dose-of-covid-19-vaccine",1025,975,50
